epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,141.672,1.2955,0.959,1.16835,0.88288,0.89822,0.9035,0.63742,1.09847,0.79963,1.11834,0.000416075,0.000416075,0.000416075
21,148.613,1.30925,0.952,1.15666,0.89355,0.90912,0.91002,0.64701,1.07803,0.71324,1.12513,0.000402868,0.000402868,0.000402868
22,155.469,1.29062,0.93533,1.16896,0.87575,0.91267,0.92104,0.66065,1.11778,0.78747,1.14047,0.000389661,0.000389661,0.000389661
23,162.268,1.2476,0.91256,1.14042,0.92001,0.91765,0.93688,0.65025,1.1283,0.72963,1.1226,0.000376455,0.000376455,0.000376455
24,169.179,1.27722,0.90675,1.1535,0.88455,0.91478,0.93316,0.65688,1.13665,0.69227,1.15807,0.000363248,0.000363248,0.000363248
25,176.147,1.24512,0.89716,1.13928,0.91457,0.92636,0.92454,0.65613,1.0888,0.70172,1.1006,0.000350042,0.000350042,0.000350042
26,183.023,1.24916,0.86035,1.13941,0.90768,0.91923,0.91123,0.64056,1.08231,0.73107,1.12784,0.000336835,0.000336835,0.000336835
27,189.916,1.23781,0.85487,1.13237,0.87591,0.92008,0.90798,0.64413,1.06227,0.69741,1.12764,0.000323628,0.000323628,0.000323628
28,196.714,1.19548,0.84595,1.13322,0.88061,0.91715,0.92738,0.65195,1.12046,0.71367,1.14679,0.000310422,0.000310422,0.000310422
29,203.545,1.21633,0.83734,1.1295,0.90551,0.91976,0.93034,0.66624,1.03681,0.6684,1.11346,0.000297215,0.000297215,0.000297215
30,210.471,1.19834,0.84036,1.1166,0.9088,0.91722,0.93032,0.67786,1.05349,0.66214,1.11065,0.000284009,0.000284009,0.000284009
31,217.366,1.20644,0.82036,1.1215,0.86967,0.91109,0.92038,0.64211,1.09445,0.69114,1.13328,0.000270802,0.000270802,0.000270802
32,224.209,1.19448,0.81402,1.11838,0.88855,0.89623,0.9121,0.63182,1.13699,0.70734,1.15739,0.000257595,0.000257595,0.000257595
33,231.046,1.1565,0.77504,1.09642,0.91515,0.90323,0.94021,0.66943,1.05706,0.69862,1.12129,0.000244389,0.000244389,0.000244389
34,238.008,1.16817,0.79607,1.11152,0.92232,0.92131,0.9271,0.64925,1.09206,0.66803,1.12823,0.000231182,0.000231182,0.000231182
35,245.013,1.1601,0.78887,1.10536,0.90618,0.8987,0.92593,0.66249,1.06739,0.70063,1.12248,0.000217976,0.000217976,0.000217976
36,251.878,1.1649,0.77499,1.09811,0.92235,0.91054,0.92574,0.65186,1.04675,0.69356,1.12297,0.000204769,0.000204769,0.000204769
37,258.756,1.15152,0.75824,1.0965,0.89016,0.89029,0.90956,0.65726,1.00147,0.66095,1.10368,0.000191562,0.000191562,0.000191562
38,265.655,1.13509,0.75957,1.08723,0.90161,0.90959,0.93807,0.6785,1.00361,0.64089,1.11286,0.000178356,0.000178356,0.000178356
39,272.512,1.1465,0.75444,1.09158,0.88304,0.88961,0.92297,0.6652,1.04281,0.67176,1.12995,0.000165149,0.000165149,0.000165149
40,279.406,1.11409,0.74306,1.08225,0.88974,0.90828,0.91978,0.6526,1.06497,0.66556,1.13641,0.000151943,0.000151943,0.000151943
41,319.478,1.05333,0.63988,1.07571,0.91981,0.89689,0.9251,0.67771,1.01369,0.65934,1.11602,0.000138736,0.000138736,0.000138736
42,326.333,1.05347,0.6316,1.0753,0.88718,0.91958,0.92904,0.66739,1.02717,0.67931,1.10717,0.000125529,0.000125529,0.000125529
43,333.072,1.03037,0.60436,1.06446,0.94529,0.90416,0.94012,0.66608,1.02768,0.66248,1.1111,0.000112323,0.000112323,0.000112323
44,339.818,1.0176,0.60221,1.05966,0.89765,0.91263,0.92559,0.65537,1.04681,0.63748,1.11474,9.91162e-05,9.91162e-05,9.91162e-05
45,346.59,1.01518,0.60054,1.05536,0.91647,0.91082,0.91661,0.6617,1.00962,0.62461,1.10098,8.59096e-05,8.59096e-05,8.59096e-05
46,353.433,0.99729,0.59216,1.04688,0.89633,0.9214,0.92788,0.67693,0.99363,0.64009,1.09117,7.2703e-05,7.2703e-05,7.2703e-05
47,360.309,0.98733,0.58313,1.04371,0.90571,0.92566,0.92545,0.67412,1.01214,0.62266,1.09444,5.94964e-05,5.94964e-05,5.94964e-05
48,367.031,0.99429,0.58276,1.05087,0.93446,0.90384,0.93138,0.6706,1.02755,0.64188,1.10202,4.62898e-05,4.62898e-05,4.62898e-05
49,373.775,0.98449,0.5791,1.04423,0.91126,0.90171,0.92399,0.68066,0.9848,0.61972,1.09198,3.30832e-05,3.30832e-05,3.30832e-05
50,380.527,0.97126,0.57722,1.03295,0.89592,0.92461,0.92515,0.66842,0.99973,0.62986,1.09932,1.98766e-05,1.98766e-05,1.98766e-05
