epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,1039.2,1.26636,0.6496,1.34853,0.9319,0.78122,0.83671,0.52432,1.07776,0.55987,1.37149,0.000775822,0.000775822,0.000775822
29,1076.18,1.22037,0.63097,1.3238,0.89105,0.805,0.83907,0.53262,1.11511,0.57629,1.39238,0.000742815,0.000742815,0.000742815
30,1113.05,1.23881,0.62609,1.32546,0.9218,0.80711,0.84718,0.52508,1.19837,0.59444,1.48336,0.000709809,0.000709809,0.000709809
31,1149.85,1.21886,0.6183,1.32607,0.91895,0.78796,0.87179,0.55546,1.09283,0.54324,1.38022,0.000676802,0.000676802,0.000676802
32,1186.96,1.21435,0.60582,1.30318,0.93858,0.79396,0.84592,0.5291,1.05773,0.49303,1.35162,0.000643795,0.000643795,0.000643795
33,1223.76,1.17665,0.59416,1.28769,0.91723,0.75051,0.83383,0.54386,1.06255,0.50898,1.38798,0.000610789,0.000610789,0.000610789
34,1260.65,1.18156,0.59951,1.29217,0.8726,0.81145,0.85234,0.5618,1.04268,0.54993,1.34748,0.000577782,0.000577782,0.000577782
35,1297.75,1.1768,0.5815,1.28547,0.88086,0.80341,0.8361,0.53733,1.08732,0.52373,1.3668,0.000544776,0.000544776,0.000544776
36,1334.69,1.16499,0.58395,1.28126,0.85793,0.79107,0.83024,0.53059,1.06196,0.52902,1.35393,0.000511769,0.000511769,0.000511769
37,1371.49,1.15852,0.57316,1.2673,0.88824,0.78974,0.8382,0.53905,1.04119,0.53427,1.37235,0.000478762,0.000478762,0.000478762
38,1408.25,1.11449,0.54921,1.24336,0.90491,0.77915,0.84768,0.55465,1.028,0.48633,1.35309,0.000445756,0.000445756,0.000445756
39,1445.13,1.13419,0.55333,1.2586,0.85861,0.83258,0.84595,0.54189,1.0007,0.48119,1.33598,0.000412749,0.000412749,0.000412749
40,1481.94,1.10751,0.54977,1.24686,0.83745,0.83676,0.84947,0.5286,1.10412,0.49809,1.3716,0.000379743,0.000379743,0.000379743
41,1563.63,1.05248,0.4702,1.2458,0.87704,0.82036,0.85061,0.5447,1.01858,0.47583,1.33835,0.000346736,0.000346736,0.000346736
42,1600.35,1.02398,0.46242,1.22904,0.8714,0.8079,0.84135,0.56025,1.06743,0.50208,1.36606,0.000313729,0.000313729,0.000313729
43,1637.01,1.01639,0.44653,1.2295,0.88918,0.81332,0.8404,0.57156,0.9926,0.46694,1.32374,0.000280723,0.000280723,0.000280723
44,1674.16,0.99169,0.44073,1.21057,0.89803,0.78072,0.83712,0.57265,0.9917,0.47464,1.34984,0.000247716,0.000247716,0.000247716
45,1711.19,0.97372,0.43324,1.19522,0.89101,0.81117,0.85451,0.5722,0.99354,0.45915,1.33824,0.00021471,0.00021471,0.00021471
46,1748.2,0.95542,0.42882,1.18469,0.89362,0.79448,0.83925,0.572,0.9821,0.44552,1.33862,0.000181703,0.000181703,0.000181703
47,1784.92,0.94081,0.41603,1.16917,0.87799,0.8193,0.86248,0.56857,0.98248,0.43362,1.33882,0.000148696,0.000148696,0.000148696
48,1821.65,0.94261,0.41455,1.17377,0.87739,0.81126,0.86474,0.57081,0.96309,0.42413,1.35092,0.00011569,0.00011569,0.00011569
49,1858.45,0.91263,0.40738,1.15557,0.87552,0.82716,0.8588,0.57211,0.94997,0.42798,1.33745,8.26832e-05,8.26832e-05,8.26832e-05
50,1895.62,0.90531,0.40338,1.14952,0.8937,0.83428,0.86916,0.57719,0.95423,0.42062,1.35029,4.96766e-05,4.96766e-05,4.96766e-05
