epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.27934,1.63532,3.98993,1.68057,0.00568,0.5,0.4975,0.34825,0.92996,3.22887,0.90746,0,0,0
2,6.23967,1.08479,3.38417,1.17127,0.00568,0.5,0.4975,0.34825,0.94237,3.22243,0.9082,1.40071e-05,1.40071e-05,1.40071e-05
3,6.84363,1.14123,3.5876,1.1679,0.00562,0.5,0.4975,0.34825,0.96263,3.21733,0.90825,2.74482e-05,2.74482e-05,2.74482e-05
4,7.29832,1.34939,3.48335,1.25646,0.0113,1,0.50707,0.35112,0.98533,3.21025,0.90714,4.03235e-05,4.03235e-05,4.03235e-05
5,7.82433,1.56461,3.55446,1.56515,0.01087,1,0.50907,0.35519,0.991,3.17461,0.91989,5.26329e-05,5.26329e-05,5.26329e-05
6,8.37854,1.09804,3.40894,1.13527,0.01093,1,0.51095,0.35766,1.05445,3.0831,0.91795,6.43764e-05,6.43764e-05,6.43764e-05
7,8.92884,1.19901,3.53423,1.3387,0.01037,1,0.53577,0.38269,0.97298,2.99113,0.89675,7.55541e-05,7.55541e-05,7.55541e-05
8,9.48337,1.2895,4.03396,1.28972,0.0098,1,0.62187,0.46019,0.92495,2.96468,0.87923,8.61658e-05,8.61658e-05,8.61658e-05
9,10.1486,1.55486,4.69442,1.34848,0.01017,1,0.597,0.48755,0.84688,2.94995,0.87589,9.62117e-05,9.62117e-05,9.62117e-05
10,10.6904,1.26561,3.32696,1.30319,0.01058,1,0.74625,0.597,0.84579,2.93495,0.86716,0.000105692,0.000105692,0.000105692
11,11.2485,1.18708,3.23371,1.16668,0.01096,1,0.995,0.796,0.79671,2.94001,0.85324,0.000114606,0.000114606,0.000114606
12,11.7979,1.06217,3.0802,1.24739,0.01121,1,0.74625,0.64675,0.77347,2.92402,0.85088,0.000122954,0.000122954,0.000122954
13,12.365,1.05498,2.81901,1.22222,0.01401,1,0.74625,0.62187,0.76862,2.92555,0.856,0.000130736,0.000130736,0.000130736
14,12.9281,0.85884,2.94614,1.09961,0.01622,1,0.74625,0.62187,0.76897,2.89885,0.85142,0.000137953,0.000137953,0.000137953
15,13.4936,1.0192,2.82223,1.19219,0.01735,1,0.74625,0.62187,0.8025,2.86636,0.85145,0.000144603,0.000144603,0.000144603
16,14.114,1.09906,3.15709,1.22624,0.01755,1,0.74625,0.62187,0.83473,2.81108,0.85143,0.000150688,0.000150688,0.000150688
17,14.6887,0.78247,2.43862,1.07325,0.01668,1,0.74625,0.62187,0.82967,2.78084,0.85349,0.000156207,0.000156207,0.000156207
18,15.2532,1.46995,2.77008,1.33924,0.01668,1,0.74625,0.62187,0.82967,2.78084,0.85349,0.00016116,0.00016116,0.00016116
19,15.8389,1.16261,2.60592,1.22165,0.01637,1,0.74625,0.62187,0.82908,2.75537,0.86034,0.000165547,0.000165547,0.000165547
20,16.4215,0.8017,1.92998,1.0137,0.01637,1,0.74625,0.62187,0.82908,2.75537,0.86034,0.000169368,0.000169368,0.000169368
21,17.0926,0.88127,2.22073,1.09114,0.01609,1,0.74625,0.62187,0.81111,2.72445,0.86655,0.000172623,0.000172623,0.000172623
22,17.6399,0.63591,2.09422,0.90089,0.01609,1,0.74625,0.62187,0.81111,2.72445,0.86655,0.000175313,0.000175313,0.000175313
23,18.2571,0.8888,2.19903,1.04853,0.0163,1,0.74625,0.64675,0.79477,2.70394,0.8718,0.000177436,0.000177436,0.000177436
24,18.8012,0.64648,1.59169,0.91066,0.0163,1,0.74625,0.64675,0.79477,2.70394,0.8718,0.000178994,0.000178994,0.000178994
25,19.3773,0.64726,2.75821,0.97633,0.0155,1,0.74625,0.64675,0.77217,2.71034,0.86697,0.000179985,0.000179985,0.000179985
26,19.9044,0.87671,2.18906,1.2084,0.0155,1,0.74625,0.64675,0.77217,2.71034,0.86697,0.000180411,0.000180411,0.000180411
27,20.4696,0.72774,1.94128,0.99776,0.01497,1,0.995,0.84575,0.78697,2.72356,0.86423,0.000180271,0.000180271,0.000180271
28,20.9926,0.66652,2.02181,1.04669,0.01497,1,0.995,0.84575,0.78697,2.72356,0.86423,0.000179565,0.000179565,0.000179565
29,21.6737,0.70198,1.53037,0.99538,0.01391,1,0.995,0.84575,0.8001,2.73062,0.86276,0.000178293,0.000178293,0.000178293
30,22.1854,0.95111,1.96265,1.2443,0.01391,1,0.995,0.84575,0.8001,2.73062,0.86276,0.000176456,0.000176456,0.000176456
31,22.723,0.79208,1.80898,1.13738,0.01389,1,0.995,0.84575,0.80248,2.74139,0.86739,0.000174052,0.000174052,0.000174052
32,23.2457,0.70117,1.76726,0.95762,0.01389,1,0.995,0.84575,0.80248,2.74139,0.86739,0.000171083,0.000171083,0.000171083
33,23.8176,0.78224,1.65911,1.01104,0.01364,1,0.995,0.84575,0.81469,2.74235,0.87409,0.000167547,0.000167547,0.000167547
34,24.3593,0.82938,1.45514,1.13581,0.01364,1,0.995,0.84575,0.81469,2.74235,0.87409,0.000163446,0.000163446,0.000163446
35,24.9384,0.67261,1.72974,0.95344,0.01395,1,0.995,0.84575,0.81227,2.76445,0.86808,0.000158779,0.000158779,0.000158779
36,25.4788,0.65522,1.44154,0.94508,0.01395,1,0.995,0.84575,0.81227,2.76445,0.86808,0.000153546,0.000153546,0.000153546
37,26.0607,0.71028,1.7807,1.02811,0.01406,1,0.995,0.84575,0.8057,2.76572,0.86669,0.000147747,0.000147747,0.000147747
38,26.5901,0.58109,1.65669,0.82417,0.01406,1,0.995,0.84575,0.8057,2.76572,0.86669,0.000141382,0.000141382,0.000141382
39,27.1437,0.90527,1.5637,1.09804,0.01424,1,0.995,0.84575,0.79688,2.76258,0.8649,0.000134452,0.000134452,0.000134452
40,27.678,0.6807,2.24923,0.8304,0.01424,1,0.995,0.84575,0.79688,2.76258,0.8649,0.000126955,0.000126955,0.000126955
41,35.7502,0.48744,1.40303,0.79874,0.01389,1,0.995,0.84575,0.79162,2.77206,0.86163,0.000118893,0.000118893,0.000118893
42,36.338,0.41171,1.80078,0.83666,0.01389,1,0.995,0.84575,0.79162,2.77206,0.86163,0.000110264,0.000110264,0.000110264
43,36.883,0.50901,1.37702,0.88818,0.01409,1,0.995,0.84575,0.77353,2.79216,0.85323,0.00010107,0.00010107,0.00010107
44,37.3926,0.70774,1.72398,0.89549,0.01409,1,0.995,0.84575,0.77353,2.79216,0.85323,9.13102e-05,9.13102e-05,9.13102e-05
45,37.9652,0.412,1.46595,0.85122,0.01299,1,0.995,0.84575,0.72885,2.84624,0.84299,8.09843e-05,8.09843e-05,8.09843e-05
46,38.4803,0.45554,1.51384,0.86443,0.01299,1,0.995,0.84575,0.72885,2.84624,0.84299,7.00924e-05,7.00924e-05,7.00924e-05
47,39.0314,0.35128,1.53334,0.80377,0.0129,1,0.74625,0.64675,0.70604,2.84371,0.83682,5.86347e-05,5.86347e-05,5.86347e-05
48,39.548,0.39542,1.30775,0.73742,0.0129,1,0.74625,0.64675,0.70604,2.84371,0.83682,4.66111e-05,4.66111e-05,4.66111e-05
49,40.0956,0.43246,1.47743,0.82488,0.01319,1,0.74625,0.64675,0.67255,2.84254,0.82464,3.40216e-05,3.40216e-05,3.40216e-05
50,40.6863,0.40601,1.33506,0.87051,0.01319,1,0.74625,0.64675,0.67255,2.84254,0.82464,2.08663e-05,2.08663e-05,2.08663e-05
