epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,879.256,0.94025,0.47121,1.13086,0.86337,0.80287,0.83892,0.54422,1.03603,0.50045,1.42374,0.000940855,0.000940855,0.000940855
24,916.334,0.94945,0.47427,1.1404,0.91301,0.76695,0.82554,0.54957,1.03187,0.50645,1.39893,0.000907848,0.000907848,0.000907848
25,953.591,0.95698,0.47915,1.14041,0.92583,0.79373,0.84409,0.55638,1.05752,0.47404,1.40823,0.000874842,0.000874842,0.000874842
26,991.34,0.913,0.46073,1.12555,0.87276,0.83653,0.85217,0.5526,1.02486,0.48123,1.38859,0.000841835,0.000841835,0.000841835
27,1029.74,0.92792,0.4651,1.12536,0.86275,0.78619,0.82723,0.53675,1.06997,0.48383,1.40532,0.000808828,0.000808828,0.000808828
28,1066.88,0.91108,0.45504,1.12163,0.90355,0.79656,0.832,0.54498,0.99111,0.46639,1.36235,0.000775822,0.000775822,0.000775822
29,1104.04,0.86831,0.43541,1.10035,0.88409,0.77804,0.8222,0.54597,1.00064,0.45725,1.37416,0.000742815,0.000742815,0.000742815
30,1141.08,0.90018,0.44658,1.1086,0.84112,0.82407,0.85474,0.5591,1.01887,0.48955,1.41619,0.000709809,0.000709809,0.000709809
31,1178.64,0.88186,0.43653,1.11188,0.89642,0.79807,0.84932,0.56519,1.02167,0.47358,1.38962,0.000676802,0.000676802,0.000676802
32,1216.45,0.88102,0.43445,1.09348,0.90143,0.82597,0.8537,0.5644,1.00042,0.44021,1.3899,0.000643795,0.000643795,0.000643795
33,1253.92,0.85919,0.43215,1.08274,0.89181,0.84068,0.85201,0.56295,0.99175,0.49903,1.35192,0.000610789,0.000610789,0.000610789
34,1291.38,0.85963,0.43785,1.08717,0.90055,0.84441,0.85212,0.55822,0.98901,0.44977,1.35712,0.000577782,0.000577782,0.000577782
35,1328.64,0.86927,0.43403,1.08927,0.89497,0.80297,0.84228,0.56188,0.97878,0.42467,1.3377,0.000544776,0.000544776,0.000544776
36,1366.15,0.86148,0.42645,1.09038,0.88283,0.82804,0.85668,0.56348,1.05652,0.43681,1.40426,0.000511769,0.000511769,0.000511769
37,1403.83,0.85107,0.42258,1.07622,0.89819,0.83347,0.86516,0.56385,1.01536,0.43769,1.39652,0.000478762,0.000478762,0.000478762
38,1441.33,0.83528,0.41391,1.06674,0.89196,0.81767,0.86148,0.58029,0.94251,0.41145,1.35395,0.000445756,0.000445756,0.000445756
39,1478.9,0.83739,0.41412,1.07368,0.88483,0.79911,0.84624,0.56474,0.98522,0.48574,1.39298,0.000412749,0.000412749,0.000412749
40,1518.57,0.81872,0.40987,1.06995,0.88419,0.83242,0.84389,0.5773,0.96432,0.48783,1.35834,0.000379743,0.000379743,0.000379743
41,1588.58,0.74554,0.33982,1.04325,0.91071,0.8156,0.85787,0.55732,1.05338,0.4815,1.45795,0.000346736,0.000346736,0.000346736
42,1629.41,0.72502,0.33106,1.02863,0.8785,0.8224,0.85732,0.57118,1.01321,0.46993,1.43526,0.000313729,0.000313729,0.000313729
43,1669.9,0.7302,0.32859,1.03631,0.91041,0.80507,0.84476,0.56371,1.04306,0.45202,1.43653,0.000280723,0.000280723,0.000280723
44,1709.09,0.71156,0.32427,1.02384,0.88843,0.81936,0.85689,0.56785,0.99262,0.43338,1.40508,0.000247716,0.000247716,0.000247716
45,1750.09,0.70513,0.32215,1.02097,0.87615,0.83588,0.86218,0.56981,1.00196,0.43972,1.40971,0.00021471,0.00021471,0.00021471
46,1788.26,0.69203,0.31616,1.01176,0.91145,0.81767,0.85204,0.58223,0.95151,0.45211,1.39013,0.000181703,0.000181703,0.000181703
47,1826.01,0.68017,0.31065,1.00074,0.91556,0.81975,0.85763,0.58504,0.96801,0.43611,1.39164,0.000148696,0.000148696,0.000148696
48,1863.92,0.69479,0.31322,1.01483,0.91301,0.81675,0.85355,0.58108,0.94759,0.43472,1.40217,0.00011569,0.00011569,0.00011569
49,1901.63,0.6785,0.3077,1.00308,0.91134,0.81701,0.85212,0.58212,0.94959,0.43214,1.39539,8.26832e-05,8.26832e-05,8.26832e-05
50,1940.72,0.67102,0.3055,0.99828,0.89666,0.81975,0.84987,0.57969,0.96046,0.42875,1.4009,4.96766e-05,4.96766e-05,4.96766e-05
