epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,5073.2,1.55032,0.81743,0.9713,0.83686,0.84321,0.87898,0.59689,1.23698,0.93748,1.56701,0.000442488,0.000442488,0.000442488
19,5270.06,1.50731,0.79117,0.96093,0.8665,0.80318,0.87349,0.59999,1.24664,0.9365,1.5533,0.000429281,0.000429281,0.000429281
20,5710.08,1.52448,0.79676,0.96612,0.87082,0.83835,0.89092,0.59354,1.31221,0.84386,1.55551,0.000416075,0.000416075,0.000416075
21,5911.58,1.50894,0.79852,0.96235,0.81675,0.80438,0.86749,0.58334,1.23211,0.95441,1.47486,0.000402868,0.000402868,0.000402868
22,6135.19,1.46835,0.75098,0.94246,0.84357,0.76686,0.86053,0.55236,1.36633,1.10059,1.63103,0.000389661,0.000389661,0.000389661
23,6377.48,1.5119,0.77233,0.96788,0.89093,0.88093,0.90554,0.58491,1.27373,0.83509,1.51356,0.000376455,0.000376455,0.000376455
24,6700.04,1.46802,0.74858,0.93654,0.86778,0.8234,0.89156,0.60739,1.21927,0.80836,1.44448,0.000363248,0.000363248,0.000363248
25,6984.55,1.4664,0.73355,0.93429,0.90979,0.83832,0.90482,0.62132,1.20609,0.75417,1.43572,0.000350042,0.000350042,0.000350042
26,7181.17,1.43232,0.72535,0.93539,0.87761,0.88594,0.92138,0.63633,1.16275,0.72279,1.39148,0.000336835,0.000336835,0.000336835
27,7431.9,1.38768,0.70029,0.93148,0.91113,0.866,0.91952,0.62864,1.178,0.75621,1.41994,0.000323628,0.000323628,0.000323628
28,7649.93,1.35391,0.6975,0.91521,0.85313,0.85912,0.90351,0.59685,1.22059,0.84312,1.48093,0.000310422,0.000310422,0.000310422
29,7907.22,1.28294,0.65316,0.92309,0.84034,0.87538,0.91012,0.58599,1.24797,0.83985,1.4837,0.000297215,0.000297215,0.000297215
30,8101.43,1.37346,0.68556,0.916,0.85094,0.80143,0.87103,0.5824,1.24226,0.97789,1.49646,0.000284009,0.000284009,0.000284009
31,8313.19,1.34883,0.68045,0.92158,0.89418,0.89401,0.92936,0.63425,1.16851,0.74671,1.40386,0.000270802,0.000270802,0.000270802
32,8504.25,1.35229,0.67882,0.89516,0.94255,0.86351,0.9427,0.63521,1.13895,0.71228,1.42301,0.000257595,0.000257595,0.000257595
33,8722.44,1.32175,0.65426,0.90084,0.909,0.83941,0.93095,0.59938,1.31076,0.8263,1.56015,0.000244389,0.000244389,0.000244389
34,8926.49,1.28572,0.63239,0.89822,0.9467,0.84527,0.93521,0.61949,1.23643,0.69286,1.52391,0.000231182,0.000231182,0.000231182
35,9149.87,1.31489,0.64447,0.89866,0.95734,0.88099,0.93993,0.63877,1.17754,0.70395,1.48316,0.000217976,0.000217976,0.000217976
36,9441.25,1.24599,0.62111,0.90341,0.94499,0.89025,0.93566,0.65831,1.1258,0.65023,1.45891,0.000204769,0.000204769,0.000204769
37,9714.41,1.28365,0.63811,0.88655,0.95163,0.87259,0.93861,0.66875,1.09323,0.608,1.45509,0.000191562,0.000191562,0.000191562
38,9945.47,1.25511,0.60763,0.8835,0.91195,0.87137,0.91533,0.63694,1.11987,0.76604,1.46042,0.000178356,0.000178356,0.000178356
39,10189.8,1.19504,0.58554,0.8894,0.90106,0.85496,0.89237,0.64744,1.04842,0.79889,1.41651,0.000165149,0.000165149,0.000165149
40,10473.6,1.21989,0.59044,0.88573,0.88833,0.87318,0.91056,0.66596,1.05007,0.72369,1.43935,0.000151943,0.000151943,0.000151943
41,10784.6,1.17057,0.57157,0.8818,0.86797,0.86659,0.90413,0.64185,1.08209,0.71993,1.44635,0.000138736,0.000138736,0.000138736
42,11073.1,1.14704,0.55811,0.87124,0.90129,0.86242,0.9109,0.64111,1.06745,0.70925,1.41259,0.000125529,0.000125529,0.000125529
43,11367.5,1.11357,0.53836,0.8677,0.89236,0.88618,0.8873,0.62676,1.09312,0.75402,1.45898,0.000112323,0.000112323,0.000112323
44,11678.1,1.10565,0.52988,0.86489,0.89989,0.88524,0.88539,0.62295,1.09783,0.73307,1.48619,9.91162e-05,9.91162e-05,9.91162e-05
45,11935.8,1.11995,0.5369,0.8675,0.91058,0.88208,0.899,0.64668,1.05148,0.69302,1.44914,8.59096e-05,8.59096e-05,8.59096e-05
46,12121.3,1.11189,0.52944,0.85721,0.90483,0.88841,0.89412,0.65771,1.02,0.67699,1.41787,7.2703e-05,7.2703e-05,7.2703e-05
47,12338.3,1.07929,0.5084,0.85735,0.89153,0.89364,0.88889,0.63782,1.03838,0.69351,1.43746,5.94964e-05,5.94964e-05,5.94964e-05
48,12552.6,1.04068,0.49563,0.85645,0.89247,0.89247,0.88588,0.64141,1.03656,0.69285,1.45005,4.62898e-05,4.62898e-05,4.62898e-05
49,12770.6,1.0732,0.51392,0.85725,0.91818,0.89036,0.8848,0.63947,1.03375,0.69546,1.45172,3.30832e-05,3.30832e-05,3.30832e-05
50,13053.9,1.0436,0.49764,0.85758,0.92064,0.89194,0.88161,0.64426,1.02066,0.68742,1.44228,1.98766e-05,1.98766e-05,1.98766e-05
