epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,438.024,0.79672,0.50986,1.00206,0.95137,0.91117,0.93714,0.67152,1.00875,0.55276,1.24535,0.000429281,0.000429281,0.000429281
20,460.631,0.77888,0.50034,0.99814,0.92564,0.89057,0.93517,0.67349,1.07694,0.58539,1.2473,0.000416075,0.000416075,0.000416075
21,483.229,0.76132,0.48521,0.99186,0.90011,0.91909,0.92348,0.65545,1.03278,0.54646,1.23446,0.000402868,0.000402868,0.000402868
22,505.791,0.75341,0.48851,0.99208,0.91403,0.92034,0.9232,0.67407,1.00935,0.53398,1.24941,0.000389661,0.000389661,0.000389661
23,528.476,0.73561,0.47054,0.98142,0.89813,0.93888,0.91087,0.65357,1.00516,0.59945,1.24051,0.000376455,0.000376455,0.000376455
24,551.121,0.73423,0.47218,0.97619,0.85842,0.94643,0.92856,0.66421,1.01917,0.59709,1.23209,0.000363248,0.000363248,0.000363248
25,573.77,0.72764,0.45889,0.9862,0.87074,0.94256,0.92647,0.6968,0.96358,0.55676,1.19307,0.000350042,0.000350042,0.000350042
26,596.54,0.69259,0.4346,0.95768,0.92001,0.91715,0.92154,0.69404,0.97379,0.52014,1.21733,0.000336835,0.000336835,0.000336835
27,619.147,0.66846,0.42741,0.94645,0.88363,0.92051,0.92689,0.68978,0.98717,0.54573,1.21435,0.000323628,0.000323628,0.000323628
28,641.795,0.66425,0.41503,0.95717,0.86512,0.93794,0.90851,0.67914,0.99587,0.58759,1.22836,0.000310422,0.000310422,0.000310422
29,664.38,0.66375,0.41252,0.9512,0.90557,0.92406,0.91774,0.68373,0.94881,0.51571,1.19667,0.000297215,0.000297215,0.000297215
30,687.132,0.65882,0.41306,0.94818,0.88206,0.91772,0.89925,0.67108,0.96273,0.55646,1.23345,0.000284009,0.000284009,0.000284009
31,709.736,0.63698,0.39693,0.94456,0.9139,0.91995,0.92432,0.67924,0.99217,0.53936,1.24581,0.000270802,0.000270802,0.000270802
32,732.443,0.63187,0.40263,0.9342,0.89334,0.92721,0.92791,0.71047,0.96116,0.53796,1.23915,0.000257595,0.000257595,0.000257595
33,755.303,0.61626,0.39476,0.93008,0.91602,0.92538,0.94168,0.70128,0.9625,0.54583,1.23233,0.000244389,0.000244389,0.000244389
34,778.018,0.60281,0.38645,0.92775,0.9354,0.91126,0.94041,0.69462,0.99669,0.53435,1.24474,0.000231182,0.000231182,0.000231182
35,800.64,0.59392,0.37377,0.92545,0.91159,0.93306,0.9428,0.7063,1.00772,0.52864,1.23968,0.000217976,0.000217976,0.000217976
36,823.247,0.57403,0.36418,0.91498,0.89496,0.9551,0.93779,0.68583,0.98368,0.52497,1.23881,0.000204769,0.000204769,0.000204769
37,845.814,0.56339,0.35977,0.91332,0.93048,0.90548,0.93287,0.69946,0.97114,0.52997,1.24335,0.000191562,0.000191562,0.000191562
38,868.548,0.57199,0.36536,0.9197,0.91621,0.91786,0.9311,0.70056,0.94362,0.48687,1.19993,0.000178356,0.000178356,0.000178356
39,891.219,0.54741,0.34706,0.90633,0.93223,0.90586,0.92133,0.70349,0.98121,0.52279,1.24442,0.000165149,0.000165149,0.000165149
40,913.837,0.55038,0.34938,0.91413,0.88059,0.93382,0.92902,0.70277,0.94779,0.51635,1.23781,0.000151943,0.000151943,0.000151943
41,971.533,0.43659,0.25674,0.86286,0.88325,0.93738,0.92916,0.7069,0.93573,0.51568,1.22714,0.000138736,0.000138736,0.000138736
42,994.242,0.43685,0.2571,0.85471,0.86905,0.93765,0.91122,0.70007,0.94152,0.5307,1.25669,0.000125529,0.000125529,0.000125529
43,1016.89,0.41532,0.24607,0.84796,0.91566,0.9168,0.92165,0.69681,0.96151,0.54959,1.28905,0.000112323,0.000112323,0.000112323
44,1039.5,0.4016,0.2416,0.8462,0.92079,0.93475,0.93473,0.70436,0.94808,0.53372,1.29006,9.91162e-05,9.91162e-05,9.91162e-05
45,1062.3,0.392,0.23453,0.83867,0.93924,0.92628,0.94262,0.70575,0.94874,0.53337,1.29973,8.59096e-05,8.59096e-05,8.59096e-05
46,1084.88,0.38587,0.23586,0.8354,0.91757,0.91786,0.93473,0.7027,0.95926,0.53088,1.29531,7.2703e-05,7.2703e-05,7.2703e-05
47,1107.45,0.36249,0.22468,0.83241,0.93443,0.93443,0.94242,0.7144,0.93524,0.52216,1.29345,5.94964e-05,5.94964e-05,5.94964e-05
48,1130.18,0.36374,0.22412,0.82945,0.93447,0.92499,0.94175,0.71312,0.93372,0.49106,1.27911,4.62898e-05,4.62898e-05,4.62898e-05
49,1152.78,0.3542,0.21758,0.82585,0.92599,0.92342,0.94166,0.71693,0.92502,0.49434,1.27663,3.30832e-05,3.30832e-05,3.30832e-05
50,1175.6,0.33682,0.21175,0.81991,0.93682,0.92038,0.94441,0.70841,0.93444,0.49625,1.29211,1.98766e-05,1.98766e-05,1.98766e-05
