epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,441.426,1.32918,0.70875,1.31147,0.8939,0.98473,0.97498,0.67547,1.15481,0.54265,1.26797,0.0012872,0.0012872,0.0012872
20,465.583,1.31106,0.68083,1.28742,0.94788,0.94477,0.98586,0.68075,1.13254,0.50681,1.24258,0.0012476,0.0012476,0.0012476
21,489.646,1.3401,0.6835,1.30077,0.9339,0.96104,0.98239,0.69369,1.07755,0.49156,1.22974,0.001208,0.001208,0.001208
22,513.571,1.32374,0.67764,1.30102,0.9677,0.96104,0.98881,0.66734,1.16121,0.51092,1.33366,0.0011684,0.0011684,0.0011684
23,537.297,1.2738,0.64718,1.2693,0.95712,0.96104,0.98851,0.70863,1.09736,0.49841,1.2478,0.0011288,0.0011288,0.0011288
24,561.295,1.294,0.6539,1.28913,0.90059,0.94805,0.97497,0.66881,1.11356,0.54959,1.28281,0.0010892,0.0010892,0.0010892
25,585.052,1.25616,0.64101,1.2673,0.95837,0.90909,0.98504,0.69739,1.07675,0.5062,1.23707,0.0010496,0.0010496,0.0010496
26,608.872,1.25367,0.63059,1.25563,0.9597,0.93506,0.98438,0.6847,1.10947,0.51007,1.26394,0.00101,0.00101,0.00101
27,632.666,1.23978,0.60886,1.25325,0.94391,0.96104,0.98764,0.69585,1.06636,0.48673,1.22963,0.0009704,0.0009704,0.0009704
28,656.487,1.21656,0.61369,1.25413,0.9583,0.96104,0.9866,0.67115,1.09567,0.49985,1.25529,0.0009308,0.0009308,0.0009308
29,680.228,1.21874,0.60361,1.24189,0.96495,0.97403,0.98933,0.69214,1.08417,0.48539,1.24283,0.0008912,0.0008912,0.0008912
30,703.985,1.20951,0.61605,1.22628,0.90728,0.96104,0.97666,0.70143,1.01528,0.49849,1.19721,0.0008516,0.0008516,0.0008516
31,727.694,1.20288,0.6001,1.22469,0.93431,0.97403,0.98893,0.70954,1.03176,0.47217,1.2356,0.000812,0.000812,0.000812
32,751.568,1.18851,0.58394,1.22291,0.93472,0.92981,0.98274,0.73336,0.96648,0.45878,1.17352,0.0007724,0.0007724,0.0007724
33,775.514,1.1409,0.57037,1.1866,0.93577,0.94613,0.98533,0.72067,1.00821,0.45565,1.2141,0.0007328,0.0007328,0.0007328
34,799.495,1.15756,0.57349,1.21686,0.93808,0.98374,0.98916,0.72713,0.99247,0.43652,1.21781,0.0006932,0.0006932,0.0006932
35,823.149,1.14519,0.55946,1.1998,0.94591,0.97403,0.99053,0.71746,1.01968,0.43966,1.20419,0.0006536,0.0006536,0.0006536
36,846.975,1.12952,0.55268,1.17505,0.96728,0.96104,0.98977,0.71207,1.03486,0.43979,1.22297,0.000614,0.000614,0.000614
37,870.806,1.12831,0.55016,1.1851,0.94547,0.96104,0.98956,0.70311,1.03475,0.43732,1.24558,0.0005744,0.0005744,0.0005744
38,894.653,1.09564,0.5332,1.16319,0.94668,0.97403,0.98658,0.7228,1.01786,0.46402,1.2164,0.0005348,0.0005348,0.0005348
39,918.413,1.09522,0.53693,1.15866,0.93744,0.97307,0.98763,0.70824,1.0535,0.45334,1.27821,0.0004952,0.0004952,0.0004952
40,942.243,1.07662,0.52521,1.1634,0.9479,0.94516,0.98406,0.71473,1.02755,0.44687,1.22131,0.0004556,0.0004556,0.0004556
41,1004.21,1.02864,0.46221,1.1625,0.96138,0.9699,0.98986,0.72454,1.00485,0.43261,1.20216,0.000416,0.000416,0.000416
42,1027.79,1.0101,0.44992,1.1522,0.93731,0.97092,0.98773,0.7215,1.02384,0.43568,1.22244,0.0003764,0.0003764,0.0003764
43,1051.18,0.99709,0.43757,1.142,0.94708,0.96104,0.98727,0.72588,0.98352,0.43867,1.19447,0.0003368,0.0003368,0.0003368
44,1074.7,0.97412,0.43111,1.13064,0.93495,0.96104,0.98097,0.71865,1.01704,0.42649,1.23201,0.0002972,0.0002972,0.0002972
45,1098.07,0.96252,0.42862,1.1276,0.93269,0.96104,0.97889,0.72374,0.94965,0.44259,1.22335,0.0002576,0.0002576,0.0002576
46,1121.16,0.94404,0.41673,1.10774,0.93628,0.96104,0.98208,0.7317,0.99589,0.41876,1.26101,0.000218,0.000218,0.000218
47,1144.28,0.92191,0.40859,1.10015,0.93738,0.97208,0.98435,0.73227,0.97216,0.41336,1.23925,0.0001784,0.0001784,0.0001784
48,1167.36,0.92435,0.40899,1.1019,0.94993,0.98557,0.98743,0.7351,0.96932,0.40845,1.22809,0.0001388,0.0001388,0.0001388
49,1190.91,0.91406,0.40586,1.09403,0.94999,0.98684,0.98712,0.72309,0.98098,0.41041,1.24441,9.92e-05,9.92e-05,9.92e-05
50,1214.4,0.88996,0.39779,1.07775,0.94906,0.97403,0.98831,0.72231,0.97413,0.41327,1.2437,5.96e-05,5.96e-05,5.96e-05
