epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,7759.06,1.19639,0.59991,1.27026,0.87828,0.76679,0.81908,0.48048,1.13035,0.5862,1.37885,0.000676802,0.000676802,0.000676802
32,7992.95,1.17731,0.58347,1.26511,0.8844,0.82408,0.86759,0.51425,1.01416,0.57514,1.29312,0.000643795,0.000643795,0.000643795
33,8200.29,1.13428,0.56382,1.22765,0.85923,0.82426,0.84334,0.52053,0.95091,0.53034,1.25647,0.000610789,0.000610789,0.000610789
34,8408.19,1.15645,0.56763,1.26535,0.87756,0.77239,0.82221,0.52487,0.95802,0.49233,1.26452,0.000577782,0.000577782,0.000577782
35,8710.1,1.12921,0.55625,1.23923,0.89554,0.80315,0.85868,0.5388,1.00071,0.49552,1.26787,0.000544776,0.000544776,0.000544776
36,8933.79,1.11933,0.55173,1.2179,0.89427,0.81371,0.86362,0.52202,0.95712,0.46262,1.26518,0.000511769,0.000511769,0.000511769
37,9136.64,1.12056,0.5488,1.22749,0.89777,0.75428,0.84136,0.54702,0.93735,0.47872,1.23476,0.000478762,0.000478762,0.000478762
38,9331.07,1.08816,0.52881,1.20418,0.93376,0.77789,0.8565,0.53811,0.95658,0.47827,1.25191,0.000445756,0.000445756,0.000445756
39,9547.02,1.08269,0.52455,1.1986,0.898,0.79771,0.86555,0.53955,0.90767,0.46061,1.25753,0.000412749,0.000412749,0.000412749
40,9779.72,1.06285,0.5163,1.20294,0.9007,0.77652,0.85493,0.55401,0.87233,0.42335,1.22446,0.000379743,0.000379743,0.000379743
41,10019,1.00989,0.45417,1.20167,0.92668,0.799,0.87323,0.54727,0.92182,0.42843,1.22224,0.000346736,0.000346736,0.000346736
42,10280.8,1.00602,0.44559,1.19386,0.90591,0.79882,0.85664,0.5555,0.94663,0.49289,1.25963,0.000313729,0.000313729,0.000313729
43,10463,0.98473,0.43012,1.18495,0.95088,0.81145,0.86476,0.54344,0.96456,0.53335,1.26523,0.000280723,0.000280723,0.000280723
44,10667,0.96733,0.42454,1.17338,0.93126,0.8239,0.86507,0.54508,0.94339,0.43918,1.25295,0.000247716,0.000247716,0.000247716
45,10869.5,0.94935,0.41696,1.16578,0.91809,0.79895,0.85488,0.53508,0.98754,0.4513,1.29856,0.00021471,0.00021471,0.00021471
46,11072.4,0.92887,0.40647,1.14428,0.90215,0.83323,0.84947,0.54008,0.92754,0.38766,1.25507,0.000181703,0.000181703,0.000181703
47,11287.9,0.90526,0.39901,1.13508,0.93601,0.82483,0.86697,0.54062,0.82519,0.37557,1.19351,0.000148696,0.000148696,0.000148696
